trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
858,24:24:00,24:24:00,36997,8,0,0,6.2998
858,24:25:00,24:25:00,36996,9,0,0,6.5773
858,24:27:00,24:27:00,36995,10,0,0,6.9856
858,24:29:00,24:29:00,36994,11,0,0,7.2803
858,24:31:00,24:31:00,37376,12,0,0,7.5295
858,24:33:00,24:33:00,37377,13,0,0,7.8765
858,24:35:00,24:35:00,37378,14,0,0,8.1697
858,24:40:00,24:40:00,39348,15,0,0,9.0470
859,24:39:00,24:39:00,42673,1,0,0,0.0000
859,24:41:00,24:41:00,38229,2,0,0,0.9155
859,24:43:00,24:43:00,37005,3,0,0,1.7758
859,24:45:00,24:45:00,37004,4,0,0,2.3381
859,24:47:00,24:47:00,37003,5,0,0,3.5485
859,24:48:00,24:48:00,37002,6,0,0,4.1966
859,24:51:00,24:51:00,36998,7,0,0,5.6184
859,24:54:00,24:54:00,36997,8,0,0,6.2998
859,24:55:00,24:55:00,36996,9,0,0,6.5773
859,24:57:00,24:57:00,36995,10,0,0,6.9856
859,24:59:00,24:59:00,36994,11,0,0,7.2803
859,25:01:00,25:01:00,37376,12,0,0,7.5295
859,25:03:00,25:03:00,37377,13,0,0,7.8765
859,25:05:00,25:05:00,37378,14,0,0,8.1697
859,25:10:00,25:10:00,39348,15,0,0,9.0470
860,25:09:00,25:09:00,42673,1,0,0,0.0000
860,25:11:00,25:11:00,38229,2,0,0,0.9155
860,25:13:00,25:13:00,37005,3,0,0,1.7758
860,25:15:00,25:15:00,37004,4,0,0,2.3381
860,25:17:00,25:17:00,37003,5,0,0,3.5485
860,25:18:00,25:18:00,37002,6,0,0,4.1966
860,25:21:00,25:21:00,36998,7,0,0,5.6184
860,25:24:00,25:24:00,36997,8,0,0,6.2998
860,25:25:00,25:25:00,36996,9,0,0,6.5773
860,25:27:00,25:27:00,36995,10,0,0,6.9856
860,25:29:00,25:29:00,36994,11,0,0,7.2803
860,25:31:00,25:31:00,37376,12,0,0,7.5295
860,25:33:00,25:33:00,37377,13,0,0,7.8765
860,25:35:00,25:35:00,37378,14,0,0,8.1697
860,25:40:00,25:40:00,39348,15,0,0,9.0470
861,06:35:00,06:35:00,37003,1,0,0,0.0000
861,06:36:00,06:36:00,37002,2,0,0,0.6487
861,06:39:00,06:39:00,36998,3,0,0,2.0705
861,06:42:00,06:42:00,36997,4,0,0,2.7519
861,06:43:00,06:43:00,36996,5,0,0,3.0294
861,06:45:00,06:45:00,36995,6,0,0,3.4377
861,06:47:00,06:47:00,36994,7,0,0,3.7324
861,06:49:00,06:49:00,37376,8,0,0,3.9816
861,06:51:00,06:51:00,37377,9,0,0,4.3286
861,06:53:00,06:53:00,37378,10,0,0,4.6218
861,06:58:00,06:58:00,39348,11,0,0,5.4991
862,07:38:00,07:38:00,37003,1,0,0,0.0000
862,07:39:00,07:39:00,37002,2,0,0,0.6487
862,07:42:00,07:42:00,36998,3,0,0,2.0705
862,07:45:00,07:45:00,36997,4,0,0,2.7519
862,07:46:00,07:46:00,36996,5,0,0,3.0294
862,07:48:00,07:48:00,36995,6,0,0,3.4377
862,07:50:00,07:50:00,36994,7,0,0,3.7324
862,07:52:00,07:52:00,37376,8,0,0,3.9816
862,07:54:00,07:54:00,37377,9,0,0,4.3286
862,07:56:00,07:56:00,37378,10,0,0,4.6218
862,08:01:00,08:01:00,39348,11,0,0,5.4991
863,08:28:00,08:28:00,37003,1,0,0,0.0000
863,08:29:00,08:29:00,37002,2,0,0,0.6487
863,08:32:00,08:32:00,36998,3,0,0,2.0705
863,08:35:00,08:35:00,36997,4,0,0,2.7519
863,08:36:00,08:36:00,36996,5,0,0,3.0294
863,08:38:00,08:38:00,36995,6,0,0,3.4377
863,08:40:00,08:40:00,36994,7,0,0,3.7324
863,08:42:00,08:42:00,37376,8,0,0,3.9816
863,08:44:00,08:44:00,37377,9,0,0,4.3286
863,08:46:00,08:46:00,37378,10,0,0,4.6218
863,08:51:00,08:51:00,39348,11,0,0,5.4991
864,17:38:00,17:38:00,37003,1,0,0,0.0000
864,17:39:00,17:39:00,37002,2,0,0,0.6487
864,17:42:00,17:42:00,36998,3,0,0,2.0705
864,17:45:00,17:45:00,36997,4,0,0,2.7519
864,17:46:00,17:46:00,36996,5,0,0,3.0294
864,17:48:00,17:48:00,36995,6,0,0,3.4377
864,17:50:00,17:50:00,36994,7,0,0,3.7324
864,17:52:00,17:52:00,37376,8,0,0,3.9816
864,17:54:00,17:54:00,37377,9,0,0,4.3286
864,17:56:00,17:56:00,37378,10,0,0,4.6218
864,18:01:00,18:01:00,39348,11,0,0,5.4991
865,19:07:00,19:07:00,37003,1,0,0,0.0000
865,19:08:00,19:08:00,37002,2,0,0,0.6487
865,19:11:00,19:11:00,36998,3,0,0,2.0705
865,19:14:00,19:14:00,36997,4,0,0,2.7519
865,19:15:00,19:15:00,36996,5,0,0,3.0294
865,19:17:00,19:17:00,36995,6,0,0,3.4377
865,19:19:00,19:19:00,36994,7,0,0,3.7324
865,19:21:00,19:21:00,37376,8,0,0,3.9816
865,19:23:00,19:23:00,37377,9,0,0,4.3286
865,19:25:00,19:25:00,37378,10,0,0,4.6218
865,19:30:00,19:30:00,39348,11,0,0,5.4991
866,05:05:00,05:05:00,38579,1,0,0,0.0000
866,05:07:00,05:07:00,38578,2,0,0,0.6375
866,05:09:00,05:09:00,9878,3,0,0,1.2939
866,05:12:00,05:12:00,17699,4,0,0,2.4540
866,05:15:00,05:15:00,38442,5,0,0,3.7360
866,05:16:00,05:16:00,38441,6,0,0,4.2867
866,05:21:00,05:21:00,37378,7,0,0,5.7271
866,05:23:00,05:23:00,37377,8,0,0,6.0203
866,05:25:00,05:25:00,37376,9,0,0,6.3672
866,05:27:00,05:27:00,36994,10,0,0,6.6165
866,05:29:00,05:29:00,36995,11,0,0,6.9112
866,05:31:00,05:31:00,36996,12,0,0,7.3195
866,05:32:00,05:32:00,36997,13,0,0,7.5970
866,05:35:00,05:35:00,36998,14,0,0,8.2784
866,05:38:00,05:38:00,36999,15,0,0,9.1517
866,05:40:00,05:40:00,37000,16,0,0,9.4932
866,05:42:00,05:42:00,37001,17,0,0,10.0604
867,05:19:00,05:19:00,38579,1,0,0,0.0000
867,05:21:00,05:21:00,38578,2,0,0,0.6375
867,05:23:00,05:23:00,9878,3,0,0,1.2939
867,05:26:00,05:26:00,17699,4,0,0,2.4540
867,05:29:00,05:29:00,38442,5,0,0,3.7360
867,05:30:00,05:30:00,38441,6,0,0,4.2867
867,05:35:00,05:35:00,37378,7,0,0,5.7271
867,05:37:00,05:37:00,37377,8,0,0,6.0203
867,05:39:00,05:39:00,37376,9,0,0,6.3672
867,05:41:00,05:41:00,36994,10,0,0,6.6165
867,05:43:00,05:43:00,36995,11,0,0,6.9112
867,05:45:00,05:45:00,36996,12,0,0,7.3195
867,05:46:00,05:46:00,36997,13,0,0,7.5970
867,05:49:00,05:49:00,36998,14,0,0,8.2784
867,05:52:00,05:52:00,36999,15,0,0,9.1517
867,05:54:00,05:54:00,37000,16,0,0,9.4932
867,05:56:00,05:56:00,37001,17,0,0,10.0604
868,05:36:00,05:36:00,38579,1,0,0,0.0000
868,05:38:00,05:38:00,38578,2,0,0,0.6375
868,05:40:00,05:40:00,9878,3,0,0,1.2939
868,05:43:00,05:43:00,17699,4,0,0,2.4540
868,05:46:00,05:46:00,38442,5,0,0,3.7360
868,05:47:00,05:47:00,38441,6,0,0,4.2867
868,05:52:00,05:52:00,37378,7,0,0,5.7271
868,05:54:00,05:54:00,37377,8,0,0,6.0203
868,05:56:00,05:56:00,37376,9,0,0,6.3672
868,05:58:00,05:58:00,36994,10,0,0,6.6165
868,06:00:00,06:00:00,36995,11,0,0,6.9112
868,06:02:00,06:02:00,36996,12,0,0,7.3195
868,06:03:00,06:03:00,36997,13,0,0,7.5970
868,06:06:00,06:06:00,36998,14,0,0,8.2784
868,06:09:00,06:09:00,36999,15,0,0,9.1517
868,06:11:00,06:11:00,37000,16,0,0,9.4932
868,06:13:00,06:13:00,37001,17,0,0,10.0604
869,05:50:00,05:50:00,38579,1,0,0,0.0000
869,05:52:00,05:52:00,38578,2,0,0,0.6375
869,05:54:00,05:54:00,9878,3,0,0,1.2939
869,05:57:00,05:57:00,17699,4,0,0,2.4540
869,06:00:00,06:00:00,38442,5,0,0,3.7360
869,06:01:00,06:01:00,38441,6,0,0,4.2867
869,06:06:00,06:06:00,37378,7,0,0,5.7271
869,06:08:00,06:08:00,37377,8,0,0,6.0203
869,06:10:00,06:10:00,37376,9,0,0,6.3672
869,06:12:00,06:12:00,36994,10,0,0,6.6165
869,06:14:00,06:14:00,36995,11,0,0,6.9112
869,06:16:00,06:16:00,36996,12,0,0,7.3195
869,06:17:00,06:17:00,36997,13,0,0,7.5970
869,06:20:00,06:20:00,36998,14,0,0,8.2784
869,06:23:00,06:23:00,36999,15,0,0,9.1517
869,06:25:00,06:25:00,37000,16,0,0,9.4932
869,06:27:00,06:27:00,37001,17,0,0,10.0604
870,06:04:00,06:04:00,38579,1,0,0,0.0000
870,06:06:00,06:06:00,38578,2,0,0,0.6375
870,06:08:00,06:08:00,9878,3,0,0,1.2939
870,06:11:00,06:11:00,17699,4,0,0,2.4540
870,06:14:00,06:14:00,38442,5,0,0,3.7360
870,06:15:00,06:15:00,38441,6,0,0,4.2867
870,06:20:00,06:20:00,37378,7,0,0,5.7271
870,06:22:00,06:22:00,37377,8,0,0,6.0203
870,06:24:00,06:24:00,37376,9,0,0,6.3672
870,06:26:00,06:26:00,36994,10,0,0,6.6165
870,06:28:00,06:28:00,36995,11,0,0,6.9112
870,06:30:00,06:30:00,36996,12,0,0,7.3195
870,06:31:00,06:31:00,36997,13,0,0,7.5970
870,06:34:00,06:34:00,36998,14,0,0,8.2784
870,06:37:00,06:37:00,36999,15,0,0,9.1517
870,06:39:00,06:39:00,37000,16,0,0,9.4932
870,06:41:00,06:41:00,37001,17,0,0,10.0604
871,06:13:00,06:13:00,38579,1,0,0,0.0000
871,06:15:00,06:15:00,38578,2,0,0,0.6375
871,06:17:00,06:17:00,9878,3,0,0,1.2939
871,06:20:00,06:20:00,17699,4,0,0,2.4540
871,06:23:00,06:23:00,38442,5,0,0,3.7360
871,06:24:00,06:24:00,38441,6,0,0,4.2867
871,06:29:00,06:29:00,37378,7,0,0,5.7271
871,06:31:00,06:31:00,37377,8,0,0,6.0203
871,06:33:00,06:33:00,37376,9,0,0,6.3672
871,06:35:00,06:35:00,36994,10,0,0,6.6165
871,06:37:00,06:37:00,36995,11,0,0,6.9112
871,06:39:00,06:39:00,36996,12,0,0,7.3195
871,06:40:00,06:40:00,36997,13,0,0,7.5970
871,06:43:00,06:43:00,36998,14,0,0,8.2784
871,06:46:00,06:46:00,36999,15,0,0,9.1517
871,06:48:00,06:48:00,37000,16,0,0,9.4932
871,06:50:00,06:50:00,37001,17,0,0,10.0604
872,06:26:00,06:26:00,38579,1,0,0,0.0000
872,06:28:00,06:28:00,38578,2,0,0,0.6375
872,06:30:00,06:30:00,9878,3,0,0,1.2939
872,06:33:00,06:33:00,17699,4,0,0,2.4540
872,06:36:00,06:36:00,38442,5,0,0,3.7360
872,06:37:00,06:37:00,38441,6,0,0,4.2867
872,06:42:00,06:42:00,37378,7,0,0,5.7271
872,06:44:00,06:44:00,37377,8,0,0,6.0203
872,06:46:00,06:46:00,37376,9,0,0,6.3672
872,06:48:00,06:48:00,36994,10,0,0,6.6165
872,06:50:00,06:50:00,36995,11,0,0,6.9112
872,06:52:00,06:52:00,36996,12,0,0,7.3195
872,06:53:00,06:53:00,36997,13,0,0,7.5970
872,06:56:00,06:56:00,36998,14,0,0,8.2784
872,06:59:00,06:59:00,36999,15,0,0,9.1517
872,07:01:00,07:01:00,37000,16,0,0,9.4932
872,07:03:00,07:03:00,37001,17,0,0,10.0604
873,06:36:00,06:36:00,38579,1,0,0,0.0000
873,06:38:00,06:38:00,38578,2,0,0,0.6375
873,06:40:00,06:40:00,9878,3,0,0,1.2939
873,06:43:00,06:43:00,17699,4,0,0,2.4540
873,06:46:00,06:46:00,38442,5,0,0,3.7360
873,06:47:00,06:47:00,38441,6,0,0,4.2867
873,06:52:00,06:52:00,37378,7,0,0,5.7271
873,06:54:00,06:54:00,37377,8,0,0,6.0203
873,06:56:00,06:56:00,37376,9,0,0,6.3672
873,06:58:00,06:58:00,36994,10,0,0,6.6165
873,07:00:00,07:00:00,36995,11,0,0,6.9112
873,07:02:00,07:02:00,36996,12,0,0,7.3195
873,07:03:00,07:03:00,36997,13,0,0,7.5970
873,07:06:00,07:06:00,36998,14,0,0,8.2784
873,07:09:00,07:09:00,36999,15,0,0,9.1517
873,07:11:00,07:11:00,37000,16,0,0,9.4932
873,07:13:00,07:13:00,37001,17,0,0,10.0604
874,06:48:00,06:48:00,38579,1,0,0,0.0000
874,06:50:00,06:50:00,38578,2,0,0,0.6375
874,06:52:00,06:52:00,9878,3,0,0,1.2939
874,06:55:00,06:55:00,17699,4,0,0,2.4540
874,06:58:00,06:58:00,38442,5,0,0,3.7360
874,06:59:00,06:59:00,38441,6,0,0,4.2867
874,07:04:00,07:04:00,37378,7,0,0,5.7271
874,07:06:00,07:06:00,37377,8,0,0,6.0203
874,07:08:00,07:08:00,37376,9,0,0,6.3672
874,07:10:00,07:10:00,36994,10,0,0,6.6165
874,07:12:00,07:12:00,36995,11,0,0,6.9112
874,07:14:00,07:14:00,36996,12,0,0,7.3195
874,07:15:00,07:15:00,36997,13,0,0,7.5970
874,07:18:00,07:18:00,36998,14,0,0,8.2784
874,07:21:00,07:21:00,36999,15,0,0,9.1517
874,07:23:00,07:23:00,37000,16,0,0,9.4932
874,07:25:00,07:25:00,37001,17,0,0,10.0604
875,07:02:00,07:02:00,38579,1,0,0,0.0000
875,07:04:00,07:04:00,38578,2,0,0,0.6375
875,07:06:00,07:06:00,9878,3,0,0,1.2939
875,07:09:00,07:09:00,17699,4,0,0,2.4540
875,07:12:00,07:12:00,38442,5,0,0,3.7360
875,07:13:00,07:13:00,38441,6,0,0,4.2867
875,07:18:00,07:18:00,37378,7,0,0,5.7271
875,07:20:00,07:20:00,37377,8,0,0,6.0203
875,07:22:00,07:22:00,37376,9,0,0,6.3672
875,07:24:00,07:24:00,36994,10,0,0,6.6165
875,07:26:00,07:26:00,36995,11,0,0,6.9112
875,07:28:00,07:28:00,36996,12,0,0,7.3195
875,07:29:00,07:29:00,36997,13,0,0,7.5970
875,07:32:00,07:32:00,36998,14,0,0,8.2784
875,07:35:00,07:35:00,36999,15,0,0,9.1517
875,07:37:00,07:37:00,37000,16,0,0,9.4932
875,07:39:00,07:39:00,37001,17,0,0,10.0604
876,07:12:00,07:12:00,38579,1,0,0,0.0000
876,07:14:00,07:14:00,38578,2,0,0,0.6375
876,07:16:00,07:16:00,9878,3,0,0,1.2939
876,07:19:00,07:19:00,17699,4,0,0,2.4540
876,07:22:00,07:22:00,38442,5,0,0,3.7360
876,07:23:00,07:23:00,38441,6,0,0,4.2867
876,07:28:00,07:28:00,37378,7,0,0,5.7271
876,07:30:00,07:30:00,37377,8,0,0,6.0203
876,07:32:00,07:32:00,37376,9,0,0,6.3672
876,07:34:00,07:34:00,36994,10,0,0,6.6165
876,07:36:00,07:36:00,36995,11,0,0,6.9112
876,07:38:00,07:38:00,36996,12,0,0,7.3195
876,07:39:00,07:39:00,36997,13,0,0,7.5970
876,07:42:00,07:42:00,36998,14,0,0,8.2784
876,07:45:00,07:45:00,36999,15,0,0,9.1517
876,07:47:00,07:47:00,37000,16,0,0,9.4932
876,07:49:00,07:49:00,37001,17,0,0,10.0604
877,07:25:00,07:25:00,38579,1,0,0,0.0000
877,07:27:00,07:27:00,38578,2,0,0,0.6375
877,07:29:00,07:29:00,9878,3,0,0,1.2939
877,07:32:00,07:32:00,17699,4,0,0,2.4540
877,07:35:00,07:35:00,38442,5,0,0,3.7360
877,07:36:00,07:36:00,38441,6,0,0,4.2867
877,07:41:00,07:41:00,37378,7,0,0,5.7271
877,07:43:00,07:43:00,37377,8,0,0,6.0203
877,07:45:00,07:45:00,37376,9,0,0,6.3672
877,07:47:00,07:47:00,36994,10,0,0,6.6165
877,07:49:00,07:49:00,36995,11,0,0,6.9112
877,07:51:00,07:51:00,36996,12,0,0,7.3195
877,07:52:00,07:52:00,36997,13,0,0,7.5970
877,07:55:00,07:55:00,36998,14,0,0,8.2784
877,07:58:00,07:58:00,36999,15,0,0,9.1517
877,08:00:00,08:00:00,37000,16,0,0,9.4932
877,08:02:00,08:02:00,37001,17,0,0,10.0604
878,07:37:00,07:37:00,38579,1,0,0,0.0000
878,07:39:00,07:39:00,38578,2,0,0,0.6375
878,07:41:00,07:41:00,9878,3,0,0,1.2939
878,07:44:00,07:44:00,17699,4,0,0,2.4540
878,07:47:00,07:47:00,38442,5,0,0,3.7360
878,07:48:00,07:48:00,38441,6,0,0,4.2867
878,07:53:00,07:53:00,37378,7,0,0,5.7271
878,07:55:00,07:55:00,37377,8,0,0,6.0203
878,07:57:00,07:57:00,37376,9,0,0,6.3672
878,07:59:00,07:59:00,36994,10,0,0,6.6165
878,08:01:00,08:01:00,36995,11,0,0,6.9112
878,08:03:00,08:03:00,36996,12,0,0,7.3195
878,08:04:00,08:04:00,36997,13,0,0,7.5970
878,08:07:00,08:07:00,36998,14,0,0,8.2784
878,08:10:00,08:10:00,36999,15,0,0,9.1517
878,08:12:00,08:12:00,37000,16,0,0,9.4932
878,08:14:00,08:14:00,37001,17,0,0,10.0604
879,07:44:00,07:44:00,38579,1,0,0,0.0000
879,07:46:00,07:46:00,38578,2,0,0,0.6375
879,07:48:00,07:48:00,9878,3,0,0,1.2939
879,07:51:00,07:51:00,17699,4,0,0,2.4540
879,07:54:00,07:54:00,38442,5,0,0,3.7360
879,07:55:00,07:55:00,38441,6,0,0,4.2867
879,08:00:00,08:00:00,37378,7,0,0,5.7271
879,08:02:00,08:02:00,37377,8,0,0,6.0203
879,08:04:00,08:04:00,37376,9,0,0,6.3672
879,08:06:00,08:06:00,36994,10,0,0,6.6165
879,08:08:00,08:08:00,36995,11,0,0,6.9112
879,08:10:00,08:10:00,36996,12,0,0,7.3195
879,08:11:00,08:11:00,36997,13,0,0,7.5970
879,08:14:00,08:14:00,36998,14,0,0,8.2784
879,08:17:00,08:17:00,36999,15,0,0,9.1517
879,08:19:00,08:19:00,37000,16,0,0,9.4932
879,08:21:00,08:21:00,37001,17,0,0,10.0604
880,07:56:00,07:56:00,38579,1,0,0,0.0000
880,07:58:00,07:58:00,38578,2,0,0,0.6375
880,08:00:00,08:00:00,9878,3,0,0,1.2939
880,08:03:00,08:03:00,17699,4,0,0,2.4540
880,08:06:00,08:06:00,38442,5,0,0,3.7360
880,08:07:00,08:07:00,38441,6,0,0,4.2867
880,08:12:00,08:12:00,37378,7,0,0,5.7271
880,08:14:00,08:14:00,37377,8,0,0,6.0203
880,08:16:00,08:16:00,37376,9,0,0,6.3672
880,08:18:00,08:18:00,36994,10,0,0,6.6165
880,08:20:00,08:20:00,36995,11,0,0,6.9112
880,08:22:00,08:22:00,36996,12,0,0,7.3195
880,08:23:00,08:23:00,36997,13,0,0,7.5970
880,08:26:00,08:26:00,36998,14,0,0,8.2784
880,08:29:00,08:29:00,36999,15,0,0,9.1517
880,08:31:00,08:31:00,37000,16,0,0,9.4932
880,08:33:00,08:33:00,37001,17,0,0,10.0604
881,08:02:00,08:02:00,38579,1,0,0,0.0000
881,08:04:00,08:04:00,38578,2,0,0,0.6375
881,08:06:00,08:06:00,9878,3,0,0,1.2939
881,08:09:00,08:09:00,17699,4,0,0,2.4540
881,08:12:00,08:12:00,38442,5,0,0,3.7360
881,08:13:00,08:13:00,38441,6,0,0,4.2867
881,08:18:00,08:18:00,37378,7,0,0,5.7271
881,08:20:00,08:20:00,37377,8,0,0,6.0203
881,08:22:00,08:22:00,37376,9,0,0,6.3672
881,08:24:00,08:24:00,36994,10,0,0,6.6165
881,08:26:00,08:26:00,36995,11,0,0,6.9112
881,08:28:00,08:28:00,36996,12,0,0,7.3195
881,08:29:00,08:29:00,36997,13,0,0,7.5970
881,08:32:00,08:32:00,36998,14,0,0,8.2784
881,08:35:00,08:35:00,36999,15,0,0,9.1517
881,08:37:00,08:37:00,37000,16,0,0,9.4932
881,08:39:00,08:39:00,37001,17,0,0,10.0604
882,08:14:00,08:14:00,38579,1,0,0,0.0000
882,08:16:00,08:16:00,38578,2,0,0,0.6375
882,08:18:00,08:18:00,9878,3,0,0,1.2939
882,08:21:00,08:21:00,17699,4,0,0,2.4540
882,08:24:00,08:24:00,38442,5,0,0,3.7360
882,08:25:00,08:25:00,38441,6,0,0,4.2867
882,08:30:00,08:30:00,37378,7,0,0,5.7271
882,08:32:00,08:32:00,37377,8,0,0,6.0203
882,08:34:00,08:34:00,37376,9,0,0,6.3672
882,08:36:00,08:36:00,36994,10,0,0,6.6165
882,08:38:00,08:38:00,36995,11,0,0,6.9112
882,08:40:00,08:40:00,36996,12,0,0,7.3195
882,08:41:00,08:41:00,36997,13,0,0,7.5970
882,08:44:00,08:44:00,36998,14,0,0,8.2784
882,08:47:00,08:47:00,36999,15,0,0,9.1517
882,08:49:00,08:49:00,37000,16,0,0,9.4932
882,08:51:00,08:51:00,37001,17,0,0,10.0604
883,08:22:00,08:22:00,38579,1,0,0,0.0000
883,08:24:00,08:24:00,38578,2,0,0,0.6375
883,08:26:00,08:26:00,9878,3,0,0,1.2939
883,08:29:00,08:29:00,17699,4,0,0,2.4540
883,08:32:00,08:32:00,38442,5,0,0,3.7360
883,08:33:00,08:33:00,38441,6,0,0,4.2867
883,08:38:00,08:38:00,37378,7,0,0,5.7271
883,08:40:00,08:40:00,37377,8,0,0,6.0203
883,08:42:00,08:42:00,37376,9,0,0,6.3672
883,08:44:00,08:44:00,36994,10,0,0,6.6165
883,08:46:00,08:46:00,36995,11,0,0,6.9112
883,08:48:00,08:48:00,36996,12,0,0,7.3195
883,08:49:00,08:49:00,36997,13,0,0,7.5970
883,08:52:00,08:52:00,36998,14,0,0,8.2784
883,08:55:00,08:55:00,36999,15,0,0,9.1517
883,08:57:00,08:57:00,37000,16,0,0,9.4932
883,08:59:00,08:59:00,37001,17,0,0,10.0604
884,08:30:00,08:30:00,38579,1,0,0,0.0000
884,08:32:00,08:32:00,38578,2,0,0,0.6375
884,08:34:00,08:34:00,9878,3,0,0,1.2939
884,08:37:00,08:37:00,17699,4,0,0,2.4540
884,08:40:00,08:40:00,38442,5,0,0,3.7360
884,08:41:00,08:41:00,38441,6,0,0,4.2867
884,08:46:00,08:46:00,37378,7,0,0,5.7271
884,08:48:00,08:48:00,37377,8,0,0,6.0203
884,08:50:00,08:50:00,37376,9,0,0,6.3672
884,08:52:00,08:52:00,36994,10,0,0,6.6165
884,08:54:00,08:54:00,36995,11,0,0,6.9112
884,08:56:00,08:56:00,36996,12,0,0,7.3195
884,08:57:00,08:57:00,36997,13,0,0,7.5970
884,09:00:00,09:00:00,36998,14,0,0,8.2784
884,09:03:00,09:03:00,36999,15,0,0,9.1517
884,09:05:00,09:05:00,37000,16,0,0,9.4932
884,09:07:00,09:07:00,37001,17,0,0,10.0604
885,08:41:00,08:41:00,38579,1,0,0,0.0000
885,08:43:00,08:43:00,38578,2,0,0,0.6375
885,08:45:00,08:45:00,9878,3,0,0,1.2939
885,08:48:00,08:48:00,17699,4,0,0,2.4540
885,08:51:00,08:51:00,38442,5,0,0,3.7360
885,08:52:00,08:52:00,38441,6,0,0,4.2867
885,08:57:00,08:57:00,37378,7,0,0,5.7271
885,08:59:00,08:59:00,37377,8,0,0,6.0203
885,09:01:00,09:01:00,37376,9,0,0,6.3672
885,09:03:00,09:03:00,36994,10,0,0,6.6165
885,09:05:00,09:05:00,36995,11,0,0,6.9112
885,09:07:00,09:07:00,36996,12,0,0,7.3195
885,09:08:00,09:08:00,36997,13,0,0,7.5970
885,09:11:00,09:11:00,36998,14,0,0,8.2784
885,09:14:00,09:14:00,36999,15,0,0,9.1517
885,09:16:00,09:16:00,37000,16,0,0,9.4932
885,09:18:00,09:18:00,37001,17,0,0,10.0604
886,08:53:00,08:53:00,38579,1,0,0,0.0000
886,08:55:00,08:55:00,38578,2,0,0,0.6375
886,08:57:00,08:57:00,9878,3,0,0,1.2939
886,09:00:00,09:00:00,17699,4,0,0,2.4540
886,09:03:00,09:03:00,38442,5,0,0,3.7360
886,09:04:00,09:04:00,38441,6,0,0,4.2867
886,09:09:00,09:09:00,37378,7,0,0,5.7271
886,09:11:00,09:11:00,37377,8,0,0,6.0203
886,09:13:00,09:13:00,37376,9,0,0,6.3672
886,09:15:00,09:15:00,36994,10,0,0,6.6165
886,09:17:00,09:17:00,36995,11,0,0,6.9112
886,09:19:00,09:19:00,36996,12,0,0,7.3195
886,09:20:00,09:20:00,36997,13,0,0,7.5970
886,09:23:00,09:23:00,36998,14,0,0,8.2784
886,09:26:00,09:26:00,36999,15,0,0,9.1517
886,09:28:00,09:28:00,37000,16,0,0,9.4932
886,09:30:00,09:30:00,37001,17,0,0,10.0604
887,09:01:00,09:01:00,38579,1,0,0,0.0000
887,09:03:00,09:03:00,38578,2,0,0,0.6375
887,09:05:00,09:05:00,9878,3,0,0,1.2939
887,09:08:00,09:08:00,17699,4,0,0,2.4540
887,09:11:00,09:11:00,38442,5,0,0,3.7360
887,09:12:00,09:12:00,38441,6,0,0,4.2867
887,09:17:00,09:17:00,37378,7,0,0,5.7271
887,09:19:00,09:19:00,37377,8,0,0,6.0203
887,09:21:00,09:21:00,37376,9,0,0,6.3672
887,09:23:00,09:23:00,36994,10,0,0,6.6165
887,09:25:00,09:25:00,36995,11,0,0,6.9112
887,09:27:00,09:27:00,36996,12,0,0,7.3195
887,09:28:00,09:28:00,36997,13,0,0,7.5970
887,09:31:00,09:31:00,36998,14,0,0,8.2784
887,09:34:00,09:34:00,36999,15,0,0,9.1517
887,09:36:00,09:36:00,37000,16,0,0,9.4932
887,09:38:00,09:38:00,37001,17,0,0,10.0604
888,09:14:00,09:14:00,38579,1,0,0,0.0000
888,09:16:00,09:16:00,38578,2,0,0,0.6375
888,09:18:00,09:18:00,9878,3,0,0,1.2939
888,09:21:00,09:21:00,17699,4,0,0,2.4540
888,09:24:00,09:24:00,38442,5,0,0,3.7360
888,09:25:00,09:25:00,38441,6,0,0,4.2867
888,09:30:00,09:30:00,37378,7,0,0,5.7271
888,09:32:00,09:32:00,37377,8,0,0,6.0203
888,09:34:00,09:34:00,37376,9,0,0,6.3672
888,09:36:00,09:36:00,36994,10,0,0,6.6165
888,09:38:00,09:38:00,36995,11,0,0,6.9112
888,09:40:00,09:40:00,36996,12,0,0,7.3195
888,09:41:00,09:41:00,36997,13,0,0,7.5970
888,09:44:00,09:44:00,36998,14,0,0,8.2784
888,09:47:00,09:47:00,36999,15,0,0,9.1517
888,09:49:00,09:49:00,37000,16,0,0,9.4932
888,09:51:00,09:51:00,37001,17,0,0,10.0604
889,09:24:00,09:24:00,38579,1,0,0,0.0000
889,09:26:00,09:26:00,38578,2,0,0,0.6375
889,09:28:00,09:28:00,9878,3,0,0,1.2939
889,09:31:00,09:31:00,17699,4,0,0,2.4540
889,09:34:00,09:34:00,38442,5,0,0,3.7360
889,09:35:00,09:35:00,38441,6,0,0,4.2867
889,09:40:00,09:40:00,37378,7,0,0,5.7271
889,09:42:00,09:42:00,37377,8,0,0,6.0203
889,09:44:00,09:44:00,37376,9,0,0,6.3672
889,09:46:00,09:46:00,36994,10,0,0,6.6165
889,09:48:00,09:48:00,36995,11,0,0,6.9112
889,09:50:00,09:50:00,36996,12,0,0,7.3195
889,09:51:00,09:51:00,36997,13,0,0,7.5970
889,09:54:00,09:54:00,36998,14,0,0,8.2784
